season,date,home_team,away_team,home_win_bool,home_max_rating_Defense,home_max_rating_GK,home_max_rating_Midfield,home_max_rating_Attack,home_median_rating_Defense,home_median_rating_GK,home_median_rating_Midfield,home_median_rating_Attack,home_var_rating_Defense,home_var_rating_GK,home_var_rating_Midfield,home_var_rating_Attack,home_sum_work_rate_Defense,home_sum_work_rate_GK,home_sum_work_rate_Midfield,home_sum_work_rate_Attack,away_max_rating_Defense,away_max_rating_GK,away_max_rating_Midfield,away_max_rating_Attack,away_median_rating_Defense,away_median_rating_GK,away_median_rating_Midfield,away_median_rating_Attack,away_var_rating_Defense,away_var_rating_GK,away_var_rating_Midfield,away_var_rating_Attack,away_sum_work_rate_Defense,away_sum_work_rate_GK,away_sum_work_rate_Midfield,away_sum_work_rate_Attack,home_win_1_0,diff_max_rating_Defense,diff_max_rating_GK,diff_max_rating_Midfield,diff_max_rating_Attack,diff_median_rating_Defense,diff_median_rating_GK,diff_median_rating_Midfield,diff_median_rating_Attack,diff_var_rating_Defense,diff_var_rating_GK,diff_var_rating_Midfield,diff_var_rating_Attack,diff_sum_work_rate_Defense,diff_sum_work_rate_GK,diff_sum_work_rate_Midfield,diff_sum_work_rate_Attack,diff_median_rating_home_attack_away_defense,diff_median_rating_home_defense_away_attack,diff_max_rating_home_attack_away_gk,diff_max_rating_home_gk_away_attack
18/19,2018-09-29,West Ham United,Manchester United,TRUE,79,82,82,82,77.5,73,81,82,4.5,79.55840455840455,1,0,2,11,1,0,83,90,85,86,81.5,79,84,86,4.5,70.02849002849004,7,0,2,4,2,0,1,-4,-8,-3,-4,-4,-6,-3,-4,0,9.529914529914507,-6,0,0,7,-1,0,0.5,-8.5,-8,-4
18/19,2018-09-30,Cardiff City,Burnley,FALSE,69,72,72,71,69,68,69,71,0,36.579710144927546,9,0,0,9,2,0,76,81,76,76,75.5,72,75,76,0.5,87.02564102564101,2.3333333333333335,0,2,5,2,1,0,-7,-9,-4,-5,-6.5,-4,-6,-5,-0.5,-50.44593088071346,6.666666666666666,0,-2,4,0,-1,-4.5,-7,-10,-4
18/19,2018-10-06,Burnley,Huddersfield Town,FALSE,76,81,76,76,75.5,72,75,76,0.5,87.02564102564101,2.3333333333333335,0,2,5,2,1,73,77,74,76,72.5,68,72,76,0.5,68.33618233618235,2.3333333333333335,0,0,3,1,1,0,3,4,2,0,3,4,3,0,0,18.68945868945866,0,0,2,2,1,0,3.5,-0.5,-1,5
18/19,2018-10-06,Manchester United,Newcastle United,TRUE,83,90,85,86,81.5,79,84,86,4.5,70.02849002849004,7,0,2,4,2,0,76,79,75,75,73.5,72,75,74.5,12.5,40.84615384615385,0,0.5,2,6,1,1,1,7,11,10,11,8,7,9,11.5,-8,29.182336182336194,7,-0.5,0,-2,1,-1,12.5,7,7,15
18/19,2018-10-06,Tottenham Hotspur,Cardiff City,TRUE,81,88,87,86,79.5,77,84,86,4.5,135.86609686609688,6.333333333333334,0,1,6,3,1,69,72,72,71,69,68,69,71,0,36.579710144927546,9,0,0,9,2,0,1,12,16,15,15,10.5,9,15,15,4.5,99.28638672116934,-2.666666666666666,0,1,-3,1,1,17,8.5,14,17
18/19,2018-10-20,Cardiff City,Fulham,TRUE,69,72,72,71,69,68,69,71,0,36.579710144927546,9,0,0,9,2,0,69,77,73,74,68,69.5,73,74,2,54.17210144927537,0,16.333333333333332,2,8,0,2,1,0,-5,-1,-3,1,-1.5,-4,-3,-2,-17.59239130434782,9,-16.333333333333332,-2,1,2,-2,3,-5,-6,-2
18/19,2018-10-20,Huddersfield Town,Liverpool,FALSE,73,77,74,76,72.5,68,72,76,0.5,68.33618233618235,2.3333333333333335,0,0,3,1,1,82,86,82,84,79,76,82,83,18,50.24216524216524,0,0.3333333333333333,2,12,1,3,0,-9,-9,-8,-8,-6.5,-8,-10,-7,-17.5,18.094017094017104,2.3333333333333335,-0.3333333333333333,-2,-9,0,-2,-3,-10.5,-10,-7
18/19,2018-10-20,West Ham United,Tottenham Hotspur,FALSE,79,82,82,82,77.5,73,81,82,4.5,79.55840455840455,1,0,2,11,1,0,81,88,87,86,79.5,77,84,86,4.5,135.86609686609688,6.333333333333334,0,1,6,3,1,0,-2,-6,-5,-4,-2,-4,-3,-4,0,-56.307692307692335,-5.333333333333334,0,1,5,-2,-1,2.5,-8.5,-6,-4
18/19,2018-10-27,Liverpool,Cardiff City,TRUE,82,86,82,84,79,76,82,83,18,50.24216524216524,0,0.3333333333333333,2,12,1,3,69,72,72,71,69,68,69,71,0,36.579710144927546,9,0,0,9,2,0,1,13,14,10,13,10,8,13,12,18,13.662455097237697,-9,0.3333333333333333,2,3,-1,3,14,8,12,15
18/19,2018-10-27,Southampton,Newcastle United,FALSE,80,83,80,79,79.5,71,77,79,0.5,57.39601139601139,3,0,2,7,2,1,76,79,75,75,73.5,72,75,74.5,12.5,40.84615384615385,0,0.5,2,6,1,1,0,4,4,5,4,6,-1,2,4.5,-12,16.549857549857542,3,-0.5,0,1,1,0,5.5,5,0,8
18/19,2018-10-27,Watford,Huddersfield Town,TRUE,78,82,77,77,77.5,75,76,77,0.5,31.678062678062677,4.333333333333334,0,1,6,2,1,73,77,74,76,72.5,68,72,76,0.5,68.33618233618235,2.3333333333333335,0,0,3,1,1,1,5,5,3,1,5,7,4,1,0,-36.658119658119674,2.0000000000000004,0,1,3,1,0,4.5,1.5,0,6
18/19,2018-11-03,Newcastle United,Watford,TRUE,76,79,75,75,73.5,72,75,74.5,12.5,40.84615384615385,0,0.5,2,6,1,1,78,82,77,77,77.5,75,76,77,0.5,31.678062678062677,4.333333333333334,0,1,6,2,1,1,-2,-3,-2,-2,-4,-3,-1,-2.5,12,9.16809116809117,-4.333333333333334,0.5,1,0,-1,0,-3,-3.5,-7,2
18/19,2018-11-03,West Ham United,Burnley,TRUE,79,82,82,82,77.5,73,81,82,4.5,79.55840455840455,1,0,2,11,1,0,76,81,76,76,75.5,72,75,76,0.5,87.02564102564101,2.3333333333333335,0,2,5,2,1,1,3,1,6,6,2,1,6,6,4,-7.467236467236461,-1.3333333333333335,0,0,6,-1,-1,6.5,1.5,1,6
18/19,2018-11-05,Huddersfield Town,Fulham,TRUE,73,77,74,76,72.5,68,72,76,0.5,68.33618233618235,2.3333333333333335,0,0,3,1,1,69,77,73,74,68,69.5,73,74,2,54.17210144927537,0,16.333333333333332,2,8,0,2,1,4,0,1,2,4.5,-1.5,-1,2,-1.5,14.16408088690698,2.3333333333333335,-16.333333333333332,-2,-5,1,-1,8,-1.5,-1,3
18/19,2018-11-10,Crystal Palace,Tottenham Hotspur,FALSE,78,81,81,81,75,72,75,81,3,74.5071225071225,72,0,0,7,1,0,81,88,87,86,79.5,77,84,86,4.5,135.86609686609688,6.333333333333334,0,1,6,3,1,0,-3,-7,-6,-5,-4.5,-5,-9,-5,-1.5,-61.35897435897438,65.66666666666667,0,-1,1,-2,-1,1.5,-11,-7,-5
18/19,2018-11-10,Huddersfield Town,West Ham United,FALSE,73,77,74,76,72.5,68,72,76,0.5,68.33618233618235,2.3333333333333335,0,0,3,1,1,79,82,82,82,77.5,73,81,82,4.5,79.55840455840455,1,0,2,11,1,0,0,-6,-5,-8,-6,-5,-5,-9,-6,-4,-11.2222222222222,1.3333333333333335,0,-2,-8,0,1,-1.5,-9.5,-6,-5
18/19,2018-11-10,Southampton,Watford,FALSE,80,83,80,79,79.5,71,77,79,0.5,57.39601139601139,3,0,2,7,2,1,78,82,77,77,77.5,75,76,77,0.5,31.678062678062677,4.333333333333334,0,1,6,2,1,0,2,1,3,2,2,-4,1,2,0,25.717948717948712,-1.333333333333334,0,1,1,0,0,1.5,2.5,-3,6
18/19,2018-11-11,Liverpool,Fulham,TRUE,82,86,82,84,79,76,82,83,18,50.24216524216524,0,0.3333333333333333,2,12,1,3,69,77,73,74,68,69.5,73,74,2,54.17210144927537,0,16.333333333333332,2,8,0,2,1,13,9,9,10,11,6.5,9,9,16,-3.9299362071101243,0,-15.999999999999998,0,4,1,1,15,5,7,12
18/19,2018-11-24,Fulham,Southampton,TRUE,69,77,73,74,68,69.5,73,74,2,54.17210144927537,0,16.333333333333332,2,8,0,2,80,83,80,79,79.5,71,77,79,0.5,57.39601139601139,3,0,2,7,2,1,1,-11,-6,-7,-5,-11.5,-1.5,-4,-5,1.5,-3.223909946736022,-3,16.333333333333332,0,1,-2,1,-5.5,-11,-9,-2
18/19,2018-11-24,Manchester United,Crystal Palace,FALSE,83,90,85,86,81.5,79,84,86,4.5,70.02849002849004,7,0,2,4,2,0,78,81,81,81,75,72,75,81,3,74.5071225071225,72,0,0,7,1,0,0,5,9,4,5,6.5,7,9,5,1.5,-4.478632478632463,-65,0,2,-3,1,0,11,0.5,5,9
18/19,2018-11-24,Watford,Liverpool,FALSE,78,82,77,77,77.5,75,76,77,0.5,31.678062678062677,4.333333333333334,0,1,6,2,1,82,86,82,84,79,76,82,83,18,50.24216524216524,0,0.3333333333333333,2,12,1,3,0,-4,-4,-5,-7,-1.5,-1,-6,-6,-17.5,-18.564102564102566,4.333333333333334,-0.3333333333333333,-1,-6,1,-2,-2,-5.5,-9,-2
18/19,2018-11-26,Burnley,Newcastle United,FALSE,76,81,76,76,75.5,72,75,76,0.5,87.02564102564101,2.3333333333333335,0,2,5,2,1,76,79,75,75,73.5,72,75,74.5,12.5,40.84615384615385,0,0.5,2,6,1,1,0,0,2,1,1,2,0,0,1.5,-12,46.17948717948716,2.3333333333333335,-0.5,0,-1,1,0,2.5,1,-3,6
18/19,2018-12-01,Crystal Palace,Burnley,TRUE,78,81,81,81,75,72,75,81,3,74.5071225071225,72,0,0,7,1,0,76,81,76,76,75.5,72,75,76,0.5,87.02564102564101,2.3333333333333335,0,2,5,2,1,1,2,0,5,5,-0.5,0,0,5,2.5,-12.518518518518505,69.66666666666667,0,-2,2,-1,-1,5.5,-1,0,5
18/19,2018-12-01,Newcastle United,West Ham United,FALSE,76,79,75,75,73.5,72,75,74.5,12.5,40.84615384615385,0,0.5,2,6,1,1,79,82,82,82,77.5,73,81,82,4.5,79.55840455840455,1,0,2,11,1,0,0,-3,-3,-7,-7,-4,-1,-6,-7.5,8,-38.7122507122507,-1,0.5,0,-5,0,1,-3,-8.5,-7,-3
18/19,2018-12-01,Southampton,Manchester United,FALSE,80,83,80,79,79.5,71,77,79,0.5,57.39601139601139,3,0,2,7,2,1,83,90,85,86,81.5,79,84,86,4.5,70.02849002849004,7,0,2,4,2,0,0,-3,-7,-5,-7,-2,-8,-7,-7,-4,-12.632478632478652,-4,0,0,3,0,1,-2.5,-6.5,-11,-3
18/19,2018-12-04,West Ham United,Cardiff City,TRUE,79,82,82,82,77.5,73,81,82,4.5,79.55840455840455,1,0,2,11,1,0,69,72,72,71,69,68,69,71,0,36.579710144927546,9,0,0,9,2,0,1,10,10,10,11,8.5,5,12,11,4.5,42.978694413477,-8,0,2,2,-1,0,13,6.5,10,11
18/19,2018-12-05,Burnley,Liverpool,FALSE,76,81,76,76,75.5,72,75,76,0.5,87.02564102564101,2.3333333333333335,0,2,5,2,1,82,86,82,84,79,76,82,83,18,50.24216524216524,0,0.3333333333333333,2,12,1,3,0,-6,-5,-6,-8,-3.5,-4,-7,-7,-17.5,36.783475783475765,2.3333333333333335,-0.3333333333333333,0,-7,1,-2,-3,-7.5,-10,-3
18/19,2018-12-05,Tottenham Hotspur,Southampton,TRUE,81,88,87,86,79.5,77,84,86,4.5,135.86609686609688,6.333333333333334,0,1,6,3,1,80,83,80,79,79.5,71,77,79,0.5,57.39601139601139,3,0,2,7,2,1,1,1,5,7,7,0,6,7,7,4,78.4700854700855,3.333333333333334,0,-1,-1,1,0,6.5,0.5,3,9
18/19,2018-12-08,Cardiff City,Southampton,TRUE,69,72,72,71,69,68,69,71,0,36.579710144927546,9,0,0,9,2,0,80,83,80,79,79.5,71,77,79,0.5,57.39601139601139,3,0,2,7,2,1,1,-11,-11,-8,-8,-10.5,-3,-8,-8,-0.5,-20.816301251083843,6,0,-2,2,0,-1,-8.5,-10,-12,-7
18/19,2018-12-08,Manchester United,Fulham,TRUE,83,90,85,86,81.5,79,84,86,4.5,70.02849002849004,7,0,2,4,2,0,69,77,73,74,68,69.5,73,74,2,54.17210144927537,0,16.333333333333332,2,8,0,2,1,14,13,12,12,13.5,9.5,11,12,2.5,15.856388579214673,7,-16.333333333333332,0,-4,2,-2,18,7.5,9,16
18/19,2018-12-08,West Ham United,Crystal Palace,TRUE,79,82,82,82,77.5,73,81,82,4.5,79.55840455840455,1,0,2,11,1,0,78,81,81,81,75,72,75,81,3,74.5071225071225,72,0,0,7,1,0,1,1,1,1,1,2.5,1,6,1,1.5,5.051282051282044,-71,0,2,4,0,0,7,-3.5,1,1
18/19,2018-12-15,Fulham,West Ham United,FALSE,69,77,73,74,68,69.5,73,74,2,54.17210144927537,0,16.333333333333332,2,8,0,2,79,82,82,82,77.5,73,81,82,4.5,79.55840455840455,1,0,2,11,1,0,0,-10,-5,-9,-8,-9.5,-3.5,-8,-8,-2.5,-25.38630310912918,-1,16.333333333333332,0,-3,-1,2,-3.5,-14,-8,-5
18/19,2018-12-15,Huddersfield Town,Newcastle United,FALSE,73,77,74,76,72.5,68,72,76,0.5,68.33618233618235,2.3333333333333335,0,0,3,1,1,76,79,75,75,73.5,72,75,74.5,12.5,40.84615384615385,0,0.5,2,6,1,1,0,-3,-2,-1,1,-1,-4,-3,1.5,-12,27.4900284900285,2.3333333333333335,-0.5,-2,-3,0,0,2.5,-2,-3,2
18/19,2018-12-15,Tottenham Hotspur,Burnley,TRUE,81,88,87,86,79.5,77,84,86,4.5,135.86609686609688,6.333333333333334,0,1,6,3,1,76,81,76,76,75.5,72,75,76,0.5,87.02564102564101,2.3333333333333335,0,2,5,2,1,1,5,7,11,10,4,5,9,10,4,48.840455840455874,4,0,-1,1,1,0,10.5,3.5,5,12
18/19,2018-12-15,Watford,Cardiff City,TRUE,78,82,77,77,77.5,75,76,77,0.5,31.678062678062677,4.333333333333334,0,1,6,2,1,69,72,72,71,69,68,69,71,0,36.579710144927546,9,0,0,9,2,0,1,9,10,5,6,8.5,7,7,6,0.5,-4.901647466864869,-4.666666666666666,0,1,-3,0,1,8,6.5,5,11
18/19,2018-12-16,Liverpool,Manchester United,TRUE,82,86,82,84,79,76,82,83,18,50.24216524216524,0,0.3333333333333333,2,12,1,3,83,90,85,86,81.5,79,84,86,4.5,70.02849002849004,7,0,2,4,2,0,1,-1,-4,-3,-2,-2.5,-3,-2,-3,13.5,-19.786324786324798,-7,0.3333333333333333,0,8,-1,3,1.5,-7,-6,0
18/19,2018-12-22,Cardiff City,Manchester United,FALSE,69,72,72,71,69,68,69,71,0,36.579710144927546,9,0,0,9,2,0,83,90,85,86,81.5,79,84,86,4.5,70.02849002849004,7,0,2,4,2,0,0,-14,-18,-13,-15,-12.5,-11,-15,-15,-4.5,-33.448779883562494,2,0,-2,5,0,0,-10.5,-17,-19,-14
18/19,2018-12-22,Huddersfield Town,Southampton,FALSE,73,77,74,76,72.5,68,72,76,0.5,68.33618233618235,2.3333333333333335,0,0,3,1,1,80,83,80,79,79.5,71,77,79,0.5,57.39601139601139,3,0,2,7,2,1,0,-7,-6,-6,-3,-7,-3,-5,-3,0,10.940170940170958,-0.6666666666666665,0,-2,-4,-1,0,-3.5,-6.5,-7,-2
18/19,2018-12-22,Newcastle United,Fulham,FALSE,76,79,75,75,73.5,72,75,74.5,12.5,40.84615384615385,0,0.5,2,6,1,1,69,77,73,74,68,69.5,73,74,2,54.17210144927537,0,16.333333333333332,2,8,0,2,0,7,2,2,1,5.5,2.5,2,0.5,10.5,-13.32594760312152,0,-15.833333333333332,0,-2,1,-1,6.5,-0.5,-2,5
18/19,2018-12-22,West Ham United,Watford,FALSE,79,82,82,82,77.5,73,81,82,4.5,79.55840455840455,1,0,2,11,1,0,78,82,77,77,77.5,75,76,77,0.5,31.678062678062677,4.333333333333334,0,1,6,2,1,0,1,0,5,5,0,-2,5,5,4,47.880341880341874,-3.333333333333334,0,1,5,-1,-1,4.5,0.5,0,5
18/19,2018-12-26,Crystal Palace,Cardiff City,FALSE,78,81,81,81,75,72,75,81,3,74.5071225071225,72,0,0,7,1,0,69,72,72,71,69,68,69,71,0,36.579710144927546,9,0,0,9,2,0,0,9,9,9,10,6,4,6,10,3,37.92741236219496,63,0,0,-2,-1,0,12,4,9,10
18/19,2018-12-26,Liverpool,Newcastle United,TRUE,82,86,82,84,79,76,82,83,18,50.24216524216524,0,0.3333333333333333,2,12,1,3,76,79,75,75,73.5,72,75,74.5,12.5,40.84615384615385,0,0.5,2,6,1,1,1,6,7,7,9,5.5,4,7,8.5,5.5,9.396011396011396,0,-0.16666666666666669,0,6,0,2,9.5,4.5,5,11
18/19,2018-12-26,Manchester United,Huddersfield Town,TRUE,83,90,85,86,81.5,79,84,86,4.5,70.02849002849004,7,0,2,4,2,0,73,77,74,76,72.5,68,72,76,0.5,68.33618233618235,2.3333333333333335,0,0,3,1,1,1,10,13,11,10,9,11,12,10,4,1.6923076923076934,4.666666666666666,0,2,1,1,-1,13.5,5.5,9,14
18/19,2018-12-27,Southampton,West Ham United,FALSE,80,83,80,79,79.5,71,77,79,0.5,57.39601139601139,3,0,2,7,2,1,79,82,82,82,77.5,73,81,82,4.5,79.55840455840455,1,0,2,11,1,0,0,1,1,-2,-3,2,-2,-4,-3,-4,-22.16239316239316,2,0,0,-4,1,1,1.5,-2.5,-3,1
18/19,2018-12-29,Fulham,Huddersfield Town,TRUE,69,77,73,74,68,69.5,73,74,2,54.17210144927537,0,16.333333333333332,2,8,0,2,73,77,74,76,72.5,68,72,76,0.5,68.33618233618235,2.3333333333333335,0,0,3,1,1,1,-4,0,-1,-2,-4.5,1.5,1,-2,1.5,-14.16408088690698,-2.3333333333333335,16.333333333333332,2,5,-1,1,1.5,-8,-3,1
18/19,2018-12-29,Watford,Newcastle United,FALSE,78,82,77,77,77.5,75,76,77,0.5,31.678062678062677,4.333333333333334,0,1,6,2,1,76,79,75,75,73.5,72,75,74.5,12.5,40.84615384615385,0,0.5,2,6,1,1,0,2,3,2,2,4,3,1,2.5,-12,-9.16809116809117,4.333333333333334,-0.5,-1,0,1,0,3.5,3,-2,7
18/19,2018-12-30,Burnley,West Ham United,TRUE,76,81,76,76,75.5,72,75,76,0.5,87.02564102564101,2.3333333333333335,0,2,5,2,1,79,82,82,82,77.5,73,81,82,4.5,79.55840455840455,1,0,2,11,1,0,1,-3,-1,-6,-6,-2,-1,-6,-6,-4,7.467236467236461,1.3333333333333335,0,0,-6,1,1,-1.5,-6.5,-6,-1
18/19,2019-01-01,Cardiff City,Tottenham Hotspur,FALSE,69,72,72,71,69,68,69,71,0,36.579710144927546,9,0,0,9,2,0,81,88,87,86,79.5,77,84,86,4.5,135.86609686609688,6.333333333333334,0,1,6,3,1,0,-12,-16,-15,-15,-10.5,-9,-15,-15,-4.5,-99.28638672116934,2.666666666666666,0,-1,3,-1,-1,-8.5,-17,-17,-14
18/19,2019-01-02,Huddersfield Town,Burnley,FALSE,73,77,74,76,72.5,68,72,76,0.5,68.33618233618235,2.3333333333333335,0,0,3,1,1,76,81,76,76,75.5,72,75,76,0.5,87.02564102564101,2.3333333333333335,0,2,5,2,1,0,-3,-4,-2,0,-3,-4,-3,0,0,-18.68945868945866,0,0,-2,-2,-1,0,0.5,-3.5,-5,1
18/19,2019-01-02,Newcastle United,Manchester United,FALSE,76,79,75,75,73.5,72,75,74.5,12.5,40.84615384615385,0,0.5,2,6,1,1,83,90,85,86,81.5,79,84,86,4.5,70.02849002849004,7,0,2,4,2,0,0,-7,-11,-10,-11,-8,-7,-9,-11.5,8,-29.182336182336194,-7,0.5,0,2,-1,1,-7,-12.5,-15,-7
18/19,2019-01-12,Burnley,Fulham,TRUE,76,81,76,76,75.5,72,75,76,0.5,87.02564102564101,2.3333333333333335,0,2,5,2,1,69,77,73,74,68,69.5,73,74,2,54.17210144927537,0,16.333333333333332,2,8,0,2,1,7,4,3,2,7.5,2.5,2,2,-1.5,32.85353957636564,2.3333333333333335,-16.333333333333332,0,-3,2,-1,8,1.5,-1,7
18/19,2019-01-12,Cardiff City,Huddersfield Town,FALSE,69,72,72,71,69,68,69,71,0,36.579710144927546,9,0,0,9,2,0,73,77,74,76,72.5,68,72,76,0.5,68.33618233618235,2.3333333333333335,0,0,3,1,1,0,-4,-5,-2,-5,-3.5,0,-3,-5,-0.5,-31.7564721912548,6.666666666666666,0,0,6,1,-1,-1.5,-7,-6,-4
18/19,2019-01-12,Crystal Palace,Watford,FALSE,78,81,81,81,75,72,75,81,3,74.5071225071225,72,0,0,7,1,0,78,82,77,77,77.5,75,76,77,0.5,31.678062678062677,4.333333333333334,0,1,6,2,1,0,0,-1,4,4,-2.5,-3,-1,4,2.5,42.82905982905983,67.66666666666667,0,-1,1,-1,-1,3.5,-2,-1,4
18/19,2019-01-13,Tottenham Hotspur,Manchester United,FALSE,81,88,87,86,79.5,77,84,86,4.5,135.86609686609688,6.333333333333334,0,1,6,3,1,83,90,85,86,81.5,79,84,86,4.5,70.02849002849004,7,0,2,4,2,0,0,-2,-2,2,0,-2,-2,0,0,0,65.83760683760684,-0.6666666666666661,0,-1,2,1,1,4.5,-6.5,-4,2
18/19,2019-01-19,Liverpool,Crystal Palace,TRUE,82,86,82,84,79,76,82,83,18,50.24216524216524,0,0.3333333333333333,2,12,1,3,78,81,81,81,75,72,75,81,3,74.5071225071225,72,0,0,7,1,0,1,4,5,1,3,4,4,7,2,15,-24.26495726495726,-72,0.3333333333333333,2,5,0,3,8,-2,3,5
18/19,2019-01-19,Newcastle United,Cardiff City,TRUE,76,79,75,75,73.5,72,75,74.5,12.5,40.84615384615385,0,0.5,2,6,1,1,69,72,72,71,69,68,69,71,0,36.579710144927546,9,0,0,9,2,0,1,7,7,3,4,4.5,4,6,3.5,12.5,4.266443701226301,-9,0.5,2,-3,-1,1,5.5,2.5,3,8
18/19,2019-01-19,Watford,Burnley,FALSE,78,82,77,77,77.5,75,76,77,0.5,31.678062678062677,4.333333333333334,0,1,6,2,1,76,81,76,76,75.5,72,75,76,0.5,87.02564102564101,2.3333333333333335,0,2,5,2,1,0,2,1,1,1,2,3,1,1,0,-55.347578347578335,2.0000000000000004,0,-1,1,0,0,1.5,1.5,-4,6
18/19,2019-01-20,Fulham,Tottenham Hotspur,FALSE,69,77,73,74,68,69.5,73,74,2,54.17210144927537,0,16.333333333333332,2,8,0,2,81,88,87,86,79.5,77,84,86,4.5,135.86609686609688,6.333333333333334,0,1,6,3,1,0,-12,-11,-14,-12,-11.5,-7.5,-11,-12,-2.5,-81.69399541682151,-6.333333333333334,16.333333333333332,1,2,-3,1,-5.5,-18,-14,-9
18/19,2019-01-29,Manchester United,Burnley,FALSE,83,90,85,86,81.5,79,84,86,4.5,70.02849002849004,7,0,2,4,2,0,76,81,76,76,75.5,72,75,76,0.5,87.02564102564101,2.3333333333333335,0,2,5,2,1,0,7,9,9,10,6,7,9,10,4,-16.997150997150968,4.666666666666666,0,0,-1,0,-1,10.5,5.5,5,14
18/19,2019-01-30,Southampton,Crystal Palace,FALSE,80,83,80,79,79.5,71,77,79,0.5,57.39601139601139,3,0,2,7,2,1,78,81,81,81,75,72,75,81,3,74.5071225071225,72,0,0,7,1,0,0,2,2,-1,-2,4.5,-1,2,-2,-2.5,-17.111111111111114,-69,0,2,0,1,1,4,-1.5,-2,2
18/19,2019-01-30,Tottenham Hotspur,Watford,TRUE,81,88,87,86,79.5,77,84,86,4.5,135.86609686609688,6.333333333333334,0,1,6,3,1,78,82,77,77,77.5,75,76,77,0.5,31.678062678062677,4.333333333333334,0,1,6,2,1,1,3,6,10,9,2,2,8,9,4,104.18803418803421,2,0,0,0,1,0,8.5,2.5,4,11
18/19,2019-02-02,Burnley,Southampton,FALSE,76,81,76,76,75.5,72,75,76,0.5,87.02564102564101,2.3333333333333335,0,2,5,2,1,80,83,80,79,79.5,71,77,79,0.5,57.39601139601139,3,0,2,7,2,1,0,-4,-2,-4,-3,-4,1,-2,-3,0,29.62962962962962,-0.6666666666666665,0,0,-2,0,0,-3.5,-3.5,-7,2
18/19,2019-02-02,Crystal Palace,Fulham,TRUE,78,81,81,81,75,72,75,81,3,74.5071225071225,72,0,0,7,1,0,69,77,73,74,68,69.5,73,74,2,54.17210144927537,0,16.333333333333332,2,8,0,2,1,9,4,8,7,7,2.5,2,7,1,20.335021057847136,72,-16.333333333333332,-2,-1,1,-2,13,1,4,7
18/19,2019-02-02,Tottenham Hotspur,Newcastle United,TRUE,81,88,87,86,79.5,77,84,86,4.5,135.86609686609688,6.333333333333334,0,1,6,3,1,76,79,75,75,73.5,72,75,74.5,12.5,40.84615384615385,0,0.5,2,6,1,1,1,5,9,12,11,6,5,9,11.5,-8,95.01994301994304,6.333333333333334,-0.5,-1,0,2,0,12.5,5,7,13
18/19,2019-02-04,West Ham United,Liverpool,FALSE,79,82,82,82,77.5,73,81,82,4.5,79.55840455840455,1,0,2,11,1,0,82,86,82,84,79,76,82,83,18,50.24216524216524,0,0.3333333333333333,2,12,1,3,0,-3,-4,0,-2,-1.5,-3,-1,-1,-13.5,29.316239316239304,1,-0.3333333333333333,0,-1,0,-3,3,-5.5,-4,-2
18/19,2019-02-09,Crystal Palace,West Ham United,FALSE,78,81,81,81,75,72,75,81,3,74.5071225071225,72,0,0,7,1,0,79,82,82,82,77.5,73,81,82,4.5,79.55840455840455,1,0,2,11,1,0,0,-1,-1,-1,-1,-2.5,-1,-6,-1,-1.5,-5.051282051282044,71,0,-2,-4,0,0,3.5,-7,-1,-1
18/19,2019-02-09,Fulham,Manchester United,FALSE,69,77,73,74,68,69.5,73,74,2,54.17210144927537,0,16.333333333333332,2,8,0,2,83,90,85,86,81.5,79,84,86,4.5,70.02849002849004,7,0,2,4,2,0,0,-14,-13,-12,-12,-13.5,-9.5,-11,-12,-2.5,-15.856388579214673,-7,16.333333333333332,0,4,-2,2,-7.5,-18,-16,-9
18/19,2019-02-09,Southampton,Cardiff City,FALSE,80,83,80,79,79.5,71,77,79,0.5,57.39601139601139,3,0,2,7,2,1,69,72,72,71,69,68,69,71,0,36.579710144927546,9,0,0,9,2,0,0,11,11,8,8,10.5,3,8,8,0.5,20.816301251083843,-6,0,2,-2,0,1,10,8.5,7,12
18/19,2019-02-22,Cardiff City,Watford,FALSE,69,72,72,71,69,68,69,71,0,36.579710144927546,9,0,0,9,2,0,78,82,77,77,77.5,75,76,77,0.5,31.678062678062677,4.333333333333334,0,1,6,2,1,0,-9,-10,-5,-6,-8.5,-7,-7,-6,-0.5,4.901647466864869,4.666666666666666,0,-1,3,0,-1,-6.5,-8,-11,-5
18/19,2019-02-22,West Ham United,Fulham,TRUE,79,82,82,82,77.5,73,81,82,4.5,79.55840455840455,1,0,2,11,1,0,69,77,73,74,68,69.5,73,74,2,54.17210144927537,0,16.333333333333332,2,8,0,2,1,10,5,9,8,9.5,3.5,8,8,2.5,25.38630310912918,1,-16.333333333333332,0,3,1,-2,14,3.5,5,8
18/19,2019-02-23,Burnley,Tottenham Hotspur,TRUE,76,81,76,76,75.5,72,75,76,0.5,87.02564102564101,2.3333333333333335,0,2,5,2,1,81,88,87,86,79.5,77,84,86,4.5,135.86609686609688,6.333333333333334,0,1,6,3,1,1,-5,-7,-11,-10,-4,-5,-9,-10,-4,-48.840455840455874,-4,0,1,-1,-1,0,-3.5,-10.5,-12,-5
